loan_id,loan_purpose,is_first_loan,total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number,label
A_23904,operations,1,5600,0.74,931,3241,1,44500,58,4,0
A_23905,property,0,8600,0.86,3613,7806,1,58600,20,8,0
A_23906,personal,0,4000,0.68,3008,3241,1,39700,34,8,0
A_23907,emergency,0,3200,0.94,1322,1443,0,0,48,8,1
A_23908,others,0,700,0.91,716,3548,1,34200,36,2,1
A_23909,property,0,3200,0.96,1091,3693,1,22300,46,1,1
A_23910,property,0,3600,0.58,3840,3722,1,24400,47,1,0
A_23911,others,1,6100,0.57,6843,2709,1,19700,32,8,0
A_23912,operations,1,4600,0.41,5728,3912,1,20300,39,1,0
A_23913,others,0,4400,0.56,814,2777,1,67800,31,1,0
A_23914,property,1,3800,0.82,2512,8069,1,37700,27,4,0
A_23915,others,0,1600,0.79,1575,1634,1,13800,32,8,1
A_23916,operations,0,2400,0.53,162,3732,1,32700,52,2,0
A_23917,property,0,5300,0.54,1088,1283,1,18300,23,1,1
A_23918,personal,0,2800,0.49,4986,503,1,29600,44,8,0
A_23919,emergency,1,3800,0.59,1097,3594,1,13400,33,5,0
A_23920,property,0,3200,0.85,1158,1114,1,16900,40,7,1
A_23921,operations,1,2200,0.72,1238,1910,1,33500,48,1,1
A_23922,property,1,3200,0.72,2813,2220,1,39800,50,1,0
A_23923,property,0,2600,0.39,1517,2733,1,35200,44,4,0
A_23924,others,1,6800,0.78,857,6410,1,56300,47,2,0
A_23925,operations,0,8700,0.58,1527,1921,1,15300,40,0,0
A_23926,personal,0,5900,0.97,1579,2811,1,24400,18,5,1
A_23927,others,1,2700,0.65,803,2775,1,28000,41,6,1
A_23928,personal,1,5000,0.5,644,3386,1,29700,36,7,0
A_23929,emergency,1,4300,0.51,5457,569,1,35500,47,8,0
A_23930,personal,0,5400,0.94,379,2639,1,13900,36,8,1
A_23931,operations,0,3500,0.76,278,3216,1,53000,67,2,0
A_23932,operations,0,7200,0.68,543,4503,1,36100,34,1,0
A_23933,others,1,4500,0.54,1155,2832,1,31300,35,2,0
A_23934,property,0,2900,0.72,1755,470,1,35000,37,5,1
A_23935,property,1,5000,0.87,1345,1770,1,33700,32,3,1
A_23936,personal,1,4500,0.9,4708,4526,1,7900,51,8,0
A_23937,personal,1,6100,0.68,2755,4493,1,44100,49,1,0
A_23938,personal,0,5900,0.63,979,3624,1,28600,59,7,0
A_23939,operations,0,2800,0.88,3932,3227,1,45600,47,1,0
A_23940,emergency,0,6300,0.9,255,2013,1,43500,27,1,0
A_23941,property,1,7500,0.73,3932,5005,1,34100,37,2,0
A_23942,others,1,3500,1,1022,3575,1,37200,63,4,1
A_23943,personal,0,1100,0.76,1821,1271,1,16100,53,1,0
A_23944,personal,0,4600,0.5,599,1542,0,0,51,4,1
A_23945,property,1,7000,0.81,78,712,1,62100,47,0,0
A_23946,personal,1,4700,0.6,1472,2849,1,44000,22,2,0
A_23947,personal,0,4500,0.64,1162,3001,1,15600,27,4,0
A_23948,operations,1,1500,0.64,4141,2490,1,27700,42,8,0
A_23949,personal,0,2500,0.91,1043,2765,1,28500,46,1,0
A_23950,personal,0,3100,0.89,440,4526,1,14600,53,3,1
A_23951,property,0,2800,1.04,909,1277,0,0,38,8,1
A_23952,property,1,6000,0.8,624,3202,0,0,72,4,1
A_23953,operations,1,5700,0.59,3074,5444,1,47700,26,7,0
A_23954,operations,1,5600,0.71,4038,7670,1,50400,39,1,0
A_23955,property,1,8600,0.69,4038,3050,1,48200,57,5,0
A_23956,others,0,4700,0.71,242,3527,1,30900,22,4,1
A_23957,personal,0,6100,0.61,2996,3537,1,13000,38,8,0
A_23958,emergency,1,5400,0.6,730,2177,1,20500,62,2,1
A_23959,operations,0,2500,0.82,1346,1775,1,21400,55,1,1
A_23961,operations,1,4500,0.48,2632,6523,1,22400,35,8,0
A_23962,emergency,0,3300,0.59,1187,1788,1,13800,39,3,1
A_23963,operations,0,5800,0.64,1301,4862,1,46500,45,8,0
A_23964,personal,0,5900,0.87,1798,4123,1,12200,40,3,0
A_23965,personal,0,5100,0.66,1181,2539,1,33300,37,1,0
A_23966,property,1,4400,0.37,1205,1214,0,0,42,2,1
A_23967,operations,1,4100,0.91,2814,2893,1,23300,28,1,0
A_23968,operations,1,4500,0.65,3981,2757,1,53800,35,1,0
A_23969,others,0,4300,0.53,1842,9124,1,31800,69,1,0
A_23970,personal,1,1100,0.58,5946,5395,1,35200,32,2,0
A_23971,property,1,6300,0.83,4863,339,1,40300,49,1,0
A_23972,operations,1,5800,0.65,1100,4050,1,76300,30,5,0
A_23973,operations,1,1500,1,1104,2936,1,17000,34,2,1
A_23974,property,0,2900,0.48,377,1656,0,0,56,8,1
A_23975,personal,1,6200,0.8,2453,5101,1,43700,36,2,0
A_23976,personal,0,3900,0.54,3865,1608,1,47600,21,3,0
A_23977,operations,0,7400,0.34,2889,4790,1,32500,39,3,0
A_23978,operations,0,3500,0.95,1188,2785,1,24700,60,8,1
A_23979,personal,0,2600,0.89,436,2578,1,20200,29,4,1
A_23980,others,0,7800,0.58,2767,5986,1,28100,41,8,0
A_23981,property,1,1600,0.51,458,2816,1,22400,58,2,0
A_23982,emergency,0,3300,0.87,829,1548,0,0,34,3,1
A_23983,others,1,2200,0.85,57,977,1,20200,47,2,1
A_23984,operations,0,5600,0.74,1135,3403,1,37200,62,1,1
A_23985,operations,0,3900,0.62,1688,5313,1,21500,41,1,0
A_23986,operations,0,4100,0.9,846,2553,1,32300,21,1,1
A_23987,others,0,3400,0.89,529,2874,1,51200,50,8,1
A_23988,personal,1,5700,1.07,1255,4776,1,29700,58,2,1
A_23989,operations,0,2300,0.34,719,777,1,32000,44,5,1
A_23990,property,0,1900,0.65,1058,1325,1,17100,34,4,1
A_23991,property,0,4700,0.9,2235,4044,0,0,49,8,1
A_23992,property,1,600,0.55,544,2246,1,33700,19,3,1
A_23993,property,1,4200,0.92,3071,5896,1,39600,69,2,0
A_23994,personal,1,3800,0.53,2142,3071,1,49800,57,8,0
A_23995,property,1,2800,0.8,1594,2877,1,17600,43,8,1
A_23996,emergency,0,4100,0.76,1990,7815,1,29900,36,6,0
A_23997,emergency,1,4100,0.64,1211,708,1,19900,29,3,1
A_23998,personal,1,5800,0.55,3403,1920,1,34800,51,8,0
A_23999,operations,1,5200,0.54,4004,4216,1,59500,47,3,0
A_24000,personal,0,6500,0.54,2391,9123,1,38000,30,2,0
A_24001,emergency,0,2600,0.88,1303,3013,1,34500,47,4,1
A_24002,emergency,1,2600,0.78,1201,2576,1,30800,40,1,1
A_24003,operations,1,2300,0.95,399,1797,1,23700,34,8,1
A_24004,operations,1,3400,0.72,1175,2346,1,22100,45,2,1
A_24005,emergency,1,5500,0.86,266,2681,1,700,31,2,1
A_24007,personal,1,1000,0.78,866,2111,1,33000,42,7,1
A_24008,emergency,0,2800,0.74,4272,4129,1,62300,38,7,0
A_24009,property,0,5800,0.63,1515,6668,1,20800,31,1,0
A_24010,property,0,8200,0.92,1363,3437,1,17700,51,2,0
A_24011,operations,1,3800,0.52,585,93,1,2600,53,6,1
A_24012,property,1,4300,0.55,803,2743,1,20700,55,0,0
A_24013,operations,0,3800,1.03,1539,1683,1,22300,36,3,1
A_24014,operations,0,6400,0.5,2594,6047,1,35900,23,5,0
A_24015,others,0,6100,0.76,957,2013,1,27000,32,6,1
A_24016,property,1,7100,0.73,1661,1758,1,28500,62,4,1
A_24017,personal,1,3700,0.85,988,4247,1,34700,36,2,0
A_24018,others,0,1700,0.93,5719,2233,1,38700,36,8,0
A_24019,property,1,4900,0.52,2867,5162,1,4000,31,3,0
A_24020,personal,0,2100,0.91,3036,11283,1,31800,25,2,0
A_24021,emergency,1,4800,0.61,5001,6487,1,35100,28,2,0
A_24022,property,1,4200,0.86,1366,5423,1,48200,25,7,0
A_24023,operations,0,4200,1,696,1791,1,17900,34,1,1
A_24024,personal,1,5200,0.9,5093,2057,1,19100,27,8,0
A_24025,operations,1,4600,0.39,736,4384,1,3900,54,5,0
A_24026,operations,1,2200,0.73,1460,2843,1,11700,53,8,1
A_24027,property,0,4300,0.71,991,6613,1,41400,53,0,0
A_24028,emergency,0,2700,0.94,941,2713,1,9500,56,8,1
A_24029,property,1,3700,0.58,2251,4242,1,43400,61,1,0
A_24030,property,1,3100,0.58,1200,698,0,0,46,3,1
A_24031,personal,1,2200,0.94,1938,814,1,13400,52,1,1
A_24032,operations,1,9000,0.68,4472,6063,1,46300,46,2,0
A_24034,property,1,2900,0.48,1134,1605,0,0,45,1,1
A_24035,personal,0,4600,0.65,1476,5181,1,29100,28,1,0
A_24036,property,1,4100,0.67,3247,3204,1,48600,38,4,0
A_24037,personal,1,3600,1,1094,967,1,13600,31,5,1
A_24038,property,0,6600,0.98,3411,2780,1,24900,37,1,0
A_24039,others,1,500,0.84,1648,1611,0,0,31,3,1
A_24040,property,1,6500,0.59,3932,2482,1,52900,33,1,0
A_24041,emergency,0,2300,0.74,370,1913,1,35300,45,8,1
A_24042,property,1,4100,0.63,1178,7332,1,26100,67,3,0
A_24043,personal,0,5300,0.94,936,6284,1,44200,34,2,0
A_24044,personal,1,1500,0.45,1082,1198,0,0,65,1,1
A_24046,property,1,2400,0.45,424,3086,1,26100,52,2,1
A_24047,personal,1,6600,0.62,1695,613,1,33200,41,4,1
A_24048,property,0,5300,0.83,1773,1225,1,12800,48,1,0
A_24049,others,0,7200,1.02,299,1763,1,36300,22,2,1
A_24050,operations,0,2700,0.75,4086,2483,1,43400,57,1,0
A_24051,operations,0,5800,0.66,427,7863,1,30000,49,0,0
A_24052,others,0,3800,0.94,2516,1133,1,43800,75,3,0
A_24053,emergency,0,2400,0.8,844,2765,1,19200,51,8,1
A_24054,property,1,4800,0.77,3027,188,1,50900,20,5,0
A_24055,emergency,1,3200,0.82,1722,956,1,15500,28,2,1
A_24056,emergency,0,5200,0.95,5010,3126,1,38000,52,1,0
A_24057,others,1,10800,0.84,6101,4025,1,15100,45,8,0
A_24058,others,1,2100,0.71,490,8378,1,26800,72,1,0
A_24059,emergency,1,3000,0.95,1065,3280,1,34600,21,1,1
A_24060,operations,0,3100,0.74,783,1607,1,12200,34,8,1
A_24061,emergency,0,6000,0.73,1926,7019,1,6100,31,8,0
A_24062,emergency,1,5400,0.49,4609,1590,1,26700,47,8,0
A_24063,operations,1,3000,0.62,999,3107,0,0,42,1,1
A_24064,personal,0,3800,0.77,672,2274,0,0,24,3,1
A_24065,personal,0,9000,0.8,1241,4183,1,35300,52,1,0
A_24066,property,0,2300,0.73,5622,5509,1,43800,53,0,0
A_24067,operations,1,3700,0.53,2533,1936,1,50800,47,2,0
A_24068,operations,0,7400,0.29,2884,1853,1,29000,48,5,0
A_24069,operations,0,5500,0.39,950,1758,1,16000,30,1,1
A_24070,operations,0,4000,0.72,701,2287,0,0,54,1,1
A_24071,property,0,2200,0.65,1606,6537,1,54700,48,8,0
A_24072,emergency,1,6300,0.94,4671,4338,1,57400,33,8,0
A_24073,personal,1,3300,0.71,1162,294,1,37400,33,6,1
A_24074,operations,0,8300,0.72,1510,6404,1,42200,66,2,0
A_24075,personal,0,4200,0.78,1052,1962,1,30900,76,8,1
A_24076,others,0,2000,0.6,1078,530,1,34500,48,8,0
A_24077,property,1,3800,0.9,1273,2359,1,27800,35,8,1
A_24078,property,1,2100,0.55,2231,4687,1,51300,50,4,0
A_24079,others,0,8500,0.81,1322,6687,1,24100,47,8,0
A_24080,personal,1,5100,0.69,2549,6665,1,27100,18,2,0
A_24081,operations,0,3500,0.72,56,3618,1,31800,26,2,1
A_24082,operations,1,3700,0.76,2584,2563,1,30100,41,8,0
A_24083,personal,0,3800,0.68,836,6767,1,34700,38,1,0
A_24084,others,1,3700,0.97,6005,2912,1,29300,63,2,0
A_24085,operations,1,5200,0.89,5162,3849,1,20300,24,2,0
A_24086,property,1,2100,0.42,1262,271,1,27300,29,8,1
A_24087,personal,1,5100,0.7,738,1716,0,0,43,3,1
A_24088,property,1,4700,0.88,1441,1404,1,53200,43,1,0
A_24089,operations,0,4300,0.74,6441,4236,1,36500,20,6,0
A_24090,personal,0,8100,0.64,1432,2420,1,27500,39,8,0
A_24091,personal,0,5800,0.54,3232,7051,1,35400,38,8,0
A_24092,others,1,6400,0.42,1184,2412,1,36900,24,7,0
A_24093,personal,1,2200,0.83,1597,1227,1,18700,39,8,1
A_24094,operations,0,6200,0.44,1924,8047,1,50200,52,4,0
A_24095,personal,0,6200,0.95,3457,2216,1,31900,55,3,0
A_24097,emergency,0,2500,0.9,672,1775,1,26100,42,6,1
A_24098,operations,0,8100,0.45,413,3178,1,55500,48,0,0
A_24099,property,1,2600,0.78,1222,1817,0,0,45,1,1
A_24100,operations,1,5600,0.73,665,1678,1,53100,39,2,0
A_24101,personal,1,4700,0.87,1177,1128,1,31900,74,8,1
A_24102,personal,1,3300,0.54,1893,4727,1,31100,28,2,0
A_24103,property,0,6900,0.79,5678,3123,1,38000,29,4,0
A_24104,operations,0,4200,0.88,193,1864,0,0,52,1,1
A_24105,personal,0,2300,0.75,479,779,1,26200,39,4,1
A_24106,property,1,4100,0.82,2385,3056,1,37100,18,8,0
A_24107,property,1,5300,0.63,5186,1404,1,29800,72,6,0
A_24108,emergency,0,1600,0.44,2003,844,1,33100,41,2,1
A_24109,personal,0,8000,0.66,1343,448,1,14000,43,8,0
A_24110,operations,0,4600,0.89,985,7930,1,35800,28,1,0
A_24111,property,0,6300,0.81,1484,2700,1,47800,32,3,0
A_24112,personal,0,3000,0.55,4938,2564,1,51100,30,3,0
A_24113,operations,1,7000,0.93,1984,3236,1,36500,38,8,0
A_24114,emergency,0,2600,0.73,401,1364,1,29800,49,1,1
A_24115,emergency,1,2900,0.81,2710,2489,1,24100,24,3,0
A_24116,operations,1,3400,0.78,726,3932,1,28400,58,3,1
A_24117,personal,0,8300,0.67,1967,2235,1,40700,55,5,0
A_24118,personal,1,4600,0.83,2072,480,1,57600,57,2,0
A_24119,operations,1,5000,0.36,78,6196,1,52000,45,4,0
A_24120,personal,1,5800,1.01,2849,5861,1,39800,40,8,0
A_24121,others,1,7500,0.71,814,2618,1,41500,46,4,0
A_24122,personal,1,8700,0.71,3405,3904,1,41600,27,3,0
A_24123,operations,0,3600,0.74,3349,3473,1,13600,32,1,0
A_24124,personal,1,6300,0.7,2113,1121,1,44700,49,1,0
A_24125,property,1,4700,0.7,2652,5740,1,17800,40,8,0
A_24126,others,0,3000,0.64,366,1514,1,13200,46,1,1
A_24127,property,0,5400,0.68,110,2471,1,48000,73,1,0
A_24128,personal,1,8000,0.55,1181,5793,1,49000,53,1,0
A_24129,personal,0,6800,0.52,5661,7578,1,50000,30,2,0
A_24130,personal,1,1900,0.55,1204,1438,1,45600,52,2,1
A_24131,others,1,3700,0.72,247,2150,1,2800,43,7,1
A_24132,property,0,5500,0.95,1626,2923,1,42400,47,1,0
A_24134,personal,1,6400,0.81,1974,4817,1,19600,52,4,0
A_24135,property,1,5800,0.46,4488,2354,1,47100,41,8,0
A_24136,personal,1,3700,0.87,2833,4481,1,27000,30,2,0
A_24137,emergency,0,5600,0.6,2536,3505,1,23700,28,1,0
A_24138,property,1,4800,0.48,1090,1542,1,32600,31,3,1
A_24140,personal,0,2500,1,4651,4642,1,14500,28,3,0
A_24141,property,1,800,0.89,1278,2251,1,26100,27,2,1
A_24142,operations,0,4500,0.74,1059,1388,1,35400,36,3,1
A_24143,personal,1,6300,0.44,3060,849,1,41700,55,6,0
A_24144,others,1,5300,0.54,2381,6477,1,20400,30,3,0
A_24145,property,1,4200,0.77,5184,197,1,46500,32,8,0
A_24146,operations,0,5200,0.25,4228,6731,1,40400,56,5,0
A_24147,others,1,8100,0.91,1119,5346,1,56000,32,3,0
A_24148,emergency,1,3100,0.72,780,1469,0,0,27,2,1
A_24149,property,1,2300,0.8,256,14,0,0,22,2,1
A_24150,property,0,5700,0.75,506,2602,1,18900,43,6,1
A_24151,operations,1,5100,0.46,3771,7766,1,53000,44,8,0
A_24152,operations,1,700,0.84,869,1748,1,20700,56,1,1
A_24153,operations,0,4300,0.9,756,4803,1,42400,46,8,0
A_24154,others,0,7200,0.87,6075,3690,1,32600,61,1,0
A_24155,personal,0,6600,0.65,651,4695,1,9700,44,3,0
A_24156,property,1,3800,0.8,2031,1727,1,57800,48,8,0
A_24157,others,1,4200,0.77,1933,3843,1,19200,63,2,1
A_24158,property,1,6900,0.65,2312,5681,0,0,24,2,0
A_24159,personal,1,7000,0.79,1864,368,1,31400,49,4,0
A_24160,emergency,0,4900,0.41,220,877,1,34800,41,2,0
A_24161,emergency,1,4800,0.89,735,1758,1,59200,45,4,0
A_24162,operations,1,4200,0.92,2279,7278,1,54700,54,4,0
A_24163,property,0,6000,0.83,1082,3388,1,39400,42,4,0
A_24164,personal,0,10100,0.69,3384,5804,1,55600,28,2,0
A_24165,others,1,2700,0.59,1371,2005,1,17200,54,1,1
A_24166,property,0,3700,0.85,938,1577,1,42100,29,2,1
A_24167,property,0,6300,0.88,1193,9787,1,37500,31,5,0
A_24168,operations,0,5300,0.83,3396,7275,1,22100,35,3,0
A_24169,operations,0,4000,0.9,2623,156,1,47900,30,7,0
A_24170,personal,0,6000,0.78,1097,2384,1,29900,46,3,1
A_24171,property,0,2800,0.56,1488,1593,1,30200,35,7,1
A_24172,operations,1,4700,0.73,3770,3350,1,17500,46,2,0
A_24173,operations,1,6000,0.78,1439,4676,1,21400,41,1,0
A_24174,emergency,1,3900,0.69,2630,3043,1,40400,37,1,0
A_24175,emergency,0,5000,0.5,1558,4946,1,40200,47,5,0
A_24176,property,0,2100,0.7,1023,969,1,42000,44,5,1
A_24177,property,0,5300,0.53,307,3157,1,31000,62,8,0
A_24178,operations,0,5500,0.74,2510,5592,1,28400,27,4,0
A_24179,operations,0,2200,0.46,1530,2185,1,34700,39,4,1
A_24180,others,0,7400,0.2,1653,6504,1,17900,47,1,0
A_24181,property,0,1900,0.65,968,1184,1,30800,27,2,1
A_24182,emergency,1,6000,0.56,1475,2173,1,21400,43,2,1
A_24183,personal,0,4400,0.91,458,2132,1,21700,35,2,1
A_24184,emergency,1,1600,0.82,1173,1822,1,17400,40,3,1
A_24186,property,0,8000,0.06,2062,2732,1,37800,33,0,0
A_24187,emergency,0,6300,0.79,748,1643,1,16700,41,4,1
A_24188,operations,1,6000,0.43,2882,3237,1,50300,47,8,0
A_24189,others,1,700,0.92,1224,2483,1,18200,39,6,1
A_24190,personal,0,3300,0.65,1186,2873,1,57300,33,3,0
A_24191,property,1,4200,1.02,775,2051,0,0,32,1,1
A_24192,property,1,4300,0.71,15,609,1,16600,29,2,0
A_24193,property,0,7500,1,1851,2768,0,0,56,1,0
A_24194,others,1,2100,0.56,1751,478,1,16500,51,6,1
A_24195,operations,0,8000,0.71,2958,3326,1,50300,33,1,0
A_24196,property,1,2400,0.77,2921,5724,1,42100,55,1,0
A_24197,property,1,5900,0.94,398,1408,0,0,40,4,1
A_24198,operations,0,5300,0.92,704,1326,0,0,45,8,1
A_24199,property,1,5300,0.62,1750,5805,1,32700,56,2,0
A_24200,others,1,6500,0.75,4792,2078,1,22300,51,3,0
A_24201,personal,1,3800,0.69,4881,7595,1,59200,45,1,0
A_24202,emergency,0,4900,0.48,2614,6940,1,39100,32,4,0
A_24203,property,0,4400,0.29,3294,3443,1,62900,39,8,0
A_24204,others,1,3400,0.8,1212,2885,0,0,20,2,1
A_24205,operations,0,8000,0.66,1246,6942,1,27500,47,8,0
A_24206,others,1,5800,0.58,946,4799,1,40000,30,3,0
A_24207,emergency,0,2200,0.75,990,1719,1,18900,26,1,1
A_24208,operations,0,7400,0.57,1779,6441,1,33100,51,2,0
A_24209,emergency,1,3600,0.88,853,2951,1,17800,36,2,1
A_24210,personal,1,4900,0.86,3121,8230,1,52400,40,2,0
A_24211,property,0,7300,0.75,1569,431,1,28500,31,4,1
A_24212,property,1,3500,0.59,305,6304,1,21100,39,1,0
A_24213,emergency,0,5600,0.88,571,927,1,53200,46,3,0
A_24214,operations,0,3700,0.65,2064,4045,1,49400,50,3,0
A_24215,personal,1,3300,0.82,594,9234,1,31600,44,1,0
A_24216,emergency,1,1800,0.78,796,2517,1,56900,57,2,0
A_24217,others,0,3000,0.82,1113,1483,0,0,40,2,1
A_24218,personal,0,8400,0.82,512,2586,0,0,59,0,1
A_24219,operations,0,4300,0.8,2897,3337,1,24300,25,6,0
A_24220,others,0,5000,0.71,1240,823,0,0,50,4,1
A_24221,others,0,2800,0.37,1099,3304,1,28000,29,1,0
A_24222,personal,1,3500,0.73,1782,9200,1,15000,35,0,0
A_24223,personal,0,4600,0.67,4729,2949,1,24300,20,3,0
A_24224,emergency,1,5900,0.76,5781,9690,1,22000,19,3,0
A_24225,property,1,5700,0.69,731,7754,1,25500,38,1,0
A_24226,operations,1,7300,0.75,1543,7365,1,42100,31,5,0
A_24228,operations,1,6500,0.62,557,6231,1,2600,38,4,0
A_24229,emergency,0,2800,0.76,320,3035,1,22300,29,4,1
A_24230,personal,1,2200,0.85,2032,3619,1,31100,43,6,1
A_24231,operations,0,6500,0.67,1470,6927,1,38400,50,3,0
A_24232,operations,1,4900,0.91,5161,7251,1,10000,64,4,0
A_24233,operations,1,1300,0.93,2113,5818,1,10500,38,1,0
A_24234,operations,0,4400,0.8,1577,803,1,36200,42,2,0
A_24235,emergency,0,2300,0.69,1027,1172,1,43700,27,2,1
A_24236,operations,1,8000,0.42,2034,2853,1,14500,36,2,0
A_24237,others,1,2700,0.79,4669,10131,1,38000,20,1,0
A_24238,personal,0,3300,0.94,679,1238,1,30100,50,7,1
A_24239,operations,1,4800,0.69,3836,2016,1,34000,31,8,0
A_24240,personal,1,6000,0.75,2702,2849,1,10400,35,4,0
A_24241,personal,0,3700,0.78,3170,5194,1,42600,56,3,0
A_24242,personal,0,6200,0.87,3647,6280,1,21800,43,2,0
A_24243,operations,0,4400,0.44,4516,1692,1,29900,31,8,0
A_24244,emergency,1,3800,0.33,1562,4937,1,29600,37,2,0
A_24245,personal,1,4000,0.81,1783,2948,1,40900,30,1,0
A_24246,property,1,5500,0.61,1707,6873,1,26000,26,2,0
A_24247,emergency,0,2900,0.87,1106,1776,0,0,32,3,1
A_24248,operations,1,6400,0.68,3085,4124,1,27400,50,5,0
A_24249,personal,0,3900,0.43,652,4771,1,36500,43,6,0
A_24250,operations,0,8000,0.5,5322,3621,0,0,43,2,0
A_24251,personal,0,4000,0.75,500,1228,0,0,55,2,1
A_24252,property,1,4300,0.63,1070,3027,1,26800,36,8,1
A_24253,others,1,6000,0.75,4535,2281,1,17000,40,2,0
A_24254,personal,0,3100,0.53,2807,4555,1,48100,37,2,0
A_24255,others,1,3200,0.97,1987,3270,1,42800,41,3,0
A_24256,personal,1,3400,0.74,1717,4365,0,0,38,4,0
A_24257,property,0,4700,0.95,1223,6538,1,24500,36,7,0
A_24258,personal,1,1000,0.81,758,1118,0,0,49,3,1
A_24259,operations,1,1900,0.65,2515,5365,1,15700,48,3,0
A_24260,others,1,3400,0.57,2508,2020,1,33900,57,2,0
A_24261,others,1,5800,0.62,596,4034,1,54900,47,2,0
A_24262,others,1,3600,0.93,128,3265,0,0,18,1,1
A_24263,property,1,900,0.37,896,2460,1,19000,58,8,1
A_24264,emergency,1,4300,0.76,2287,2425,1,12900,41,8,0
A_24265,operations,0,2900,0.58,168,2767,1,25200,47,1,0
A_24266,property,0,5800,0.89,1713,4557,1,41900,38,8,0
A_24267,property,0,3300,0.45,2295,4305,1,17200,25,1,0
A_24268,property,1,4100,0.52,924,3218,1,36500,21,5,0
A_24269,operations,1,5700,0.73,1806,7273,1,49800,44,8,0
A_24270,operations,1,5300,0.9,3143,5550,1,43500,58,2,0
A_24271,property,0,3500,0.81,921,2093,1,24800,40,5,1
A_24272,operations,0,7300,0.85,2845,9299,1,34500,56,0,0
A_24273,personal,0,4400,0.84,3201,4288,1,28700,43,3,0
A_24274,personal,1,1400,0.84,1109,1885,0,0,38,2,1
A_24275,personal,0,2700,1.04,1403,2436,1,31400,26,1,1
A_24276,personal,0,4400,0.46,6825,1001,1,55900,48,1,0
A_24277,operations,1,6400,0.61,959,2030,1,34800,62,2,0
A_24278,property,0,5200,0.73,6192,4647,1,31600,57,2,0
A_24279,operations,0,4100,0.58,4070,6693,1,41600,65,1,0
A_24280,property,1,8300,0.86,1031,3461,1,42400,73,1,0
A_24281,others,1,2400,0.35,1625,2715,1,50700,19,1,0
A_24282,personal,0,1900,0.7,835,3168,1,32800,75,8,1
A_24283,others,1,2500,0.79,569,1382,1,23300,32,2,1
A_24284,property,0,4500,0.7,2557,7436,1,46500,47,8,0
A_24285,property,1,4800,0.52,4548,2519,1,23500,51,3,0
A_24286,property,0,3700,0.98,2418,3043,1,42100,42,6,0
A_24287,operations,1,2800,0.6,730,1650,1,22000,44,4,1
A_24288,personal,1,4400,0.52,2455,1394,1,14700,34,2,0
A_24289,property,1,3800,0.75,1005,1956,1,33900,22,0,0
A_24290,emergency,1,3700,0.62,2213,2789,1,42800,33,2,0
A_24291,emergency,0,7100,0.91,653,789,1,26600,24,8,1
A_24292,operations,0,2800,0.8,2874,6161,1,19200,40,2,0
A_24293,others,1,7100,0.51,5140,2414,1,26100,36,2,0
A_24294,property,1,3100,0.68,6110,4396,1,44100,20,4,0
A_24295,property,1,6000,0.71,1464,4992,1,25200,40,8,0
A_24296,emergency,0,4100,0.75,2934,4475,1,45500,38,6,0
A_24297,others,0,6000,0.74,269,1982,1,36700,25,4,1
A_24298,personal,1,5300,0.86,2819,5526,1,32800,30,1,0
A_24299,property,0,2000,0.31,1099,1409,1,33700,40,5,1
A_24300,personal,0,5100,0.56,4012,2059,1,21000,44,3,0
A_24301,property,0,7200,0.24,5668,4925,1,72600,39,1,0
A_24302,personal,0,3300,0.86,934,1422,1,17900,37,8,1
A_24303,property,1,1900,0.7,1460,2763,1,13600,27,8,1
A_24304,property,0,2600,0.71,1529,3517,1,4600,19,4,1
A_24305,property,1,2700,0.96,958,3804,1,29400,45,2,0
A_24306,property,1,6200,0.74,64,1021,1,26500,30,1,0
A_24307,operations,0,6600,0.75,3260,8987,1,35000,28,0,0
A_24308,operations,1,5100,0.37,2896,6280,1,24500,67,8,0
A_24309,others,0,6200,0.67,571,6007,1,11100,28,8,0
A_24310,operations,0,6900,0.8,439,3505,1,26200,39,1,1
A_24311,emergency,1,6400,0.75,3400,2608,1,38400,64,4,0
A_24312,operations,1,5700,0.48,147,7125,1,41600,64,5,0
A_24313,operations,0,2800,0.68,523,2974,0,0,32,2,1
A_24314,operations,0,4700,0.99,4776,1013,1,58400,49,1,0
A_24315,operations,1,3200,0.82,297,2473,0,0,40,4,1
A_24316,property,0,5600,0.71,1850,3979,1,29800,53,1,0
A_24317,personal,1,6900,0.51,3260,6759,1,26300,43,1,0
A_24318,property,1,3900,0.51,426,3920,1,36900,28,3,1
A_24319,personal,1,3000,0.52,3049,3204,1,46500,31,4,0
A_24320,operations,1,2500,0.66,3372,5454,1,36700,28,8,0
A_24321,personal,1,5000,0.65,4436,4358,1,43100,33,8,0
A_24322,others,1,5300,0.79,1550,5785,1,27400,38,7,0
A_24323,operations,0,7100,0.65,3305,5064,1,31700,31,4,0
A_24324,operations,0,6300,0.92,264,5250,1,28500,37,3,0
A_24325,operations,1,1100,0.69,1114,3118,0,0,30,1,1
A_24326,others,0,7300,0.61,3981,1366,1,37500,69,8,0
A_24327,operations,1,4600,0.14,3285,5091,1,39500,40,8,0
A_24328,property,0,3400,0.82,1157,2829,1,44700,33,4,0
A_24329,operations,1,4900,0.73,1948,1417,1,6300,64,1,0
A_24330,others,1,3700,0.75,1580,2300,1,53500,45,8,1
